1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
000,1251
004,1332
038,1974
027,2425
015,2683
025,3103
029,3594
020,3934
014,4170
024,4584
013,4813
002,4857
000,4857
000,4857
000,4857
000,4857
000,4857
000,4857
000,4857
000,4857
000,4857
000,4857
000,4857
035,5445
042,6153
023,6537
032,7079
021,7437
007,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
000,7568
